ID;START_TIME;END_TIME;SECS;OOB_ERR;OOB_ERR_MEAN;TP;FP;TN;FN;TPR;FPR;TNR;PREC;FMEASURE;ACCURACY;AUC
0;0;0;0;0;0;1;0;0;0;0,0009;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;1;0;0;0;0,0009;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;3;0;0;0;0,0026;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;5;0;0;0;0,0044;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;8;0;0;0;0,0070;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;10;0;0;0;0,0087;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;11;0;0;0;0,0096;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;16;0;0;0;0,0140;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;19;0;0;0;0,0166;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;22;1;0;0;0,0192;0,0001;0;0,9565;0;0;20,5000
0;0;0;0;0;0;26;1;0;0;0,0227;0,0001;0;0,9630;0;0;20,5000
0;0;0;0;0;0;30;1;0;0;0,0262;0,0001;0;0,9677;0;0;20,5000
0;0;0;0;0;0;33;1;0;0;0,0289;0,0001;0;0,9706;0;0;20,5000
0;0;0;0;0;0;36;1;0;0;0,0315;0,0001;0;0,9730;0;0;20,5000
0;0;0;0;0;0;38;1;0;0;0,0332;0,0001;0;0,9744;0;0;20,5000
0;0;0;0;0;0;46;1;0;0;0,0402;0,0001;0;0,9787;0;0;20,5000
0;0;0;0;0;0;54;1;0;0;0,0472;0,0001;0;0,9818;0;0;20,5000
0;0;0;0;0;0;57;1;0;0;0,0499;0,0001;0;0,9828;0;0;20,5000
0;0;0;0;0;0;65;2;0;0;0,0569;0,0002;0;0,9701;0;0;81,5000
0;0;0;0;0;0;74;2;0;0;0,0647;0,0002;0;0,9737;0;0;81,5000
0;0;0;0;0;0;87;2;0;0;0,0761;0,0002;0;0,9775;0;0;81,5000
0;0;0;0;0;0;92;3;0;0;0,0805;0,0003;0;0,9684;0;0;171,0000
0;0;0;0;0;0;97;3;0;0;0,0849;0,0003;0;0,9700;0;0;171,0000
0;0;0;0;0;0;109;4;0;0;0,0954;0,0005;0;0,9646;0;0;274,0000
0;0;0;0;0;0;113;6;0;0;0,0989;0,0007;0;0,9496;0;0;496,0000
0;0;0;0;0;0;121;6;0;0;0,1059;0,0007;0;0,9528;0;0;496,0000
0;0;0;0;0;0;134;6;0;0;0,1172;0,0007;0;0,9571;0;0;496,0000
0;0;0;0;0;0;141;6;0;0;0,1234;0,0007;0;0,9592;0;0;496,0000
0;0;0;0;0;0;159;8;0;0;0,1391;0,0009;0;0,9521;0;0;796,0000
0;0;0;0;0;0;171;8;0;0;0,1496;0,0009;0;0,9553;0;0;796,0000
0;0;0;0;0;0;181;9;0;0;0,1584;0,0010;0;0,9526;0;0;972,0000
0;0;0;0;0;0;186;10;0;0;0,1627;0,0011;0;0,9490;0;0;1155,5000
0;0;0;0;0;0;198;11;0;0;0,1732;0,0012;0;0,9474;0;0;1347,5000
0;0;0;0;0;0;206;15;0;0;0,1802;0,0017;0;0,9321;0;0;2155,5000
0;0;0;0;0;0;212;16;0;0;0,1855;0,0018;0;0,9298;0;0;2364,5000
