ID;START_TIME;END_TIME;SECS;OOB_ERR;OOB_ERR_MEAN;TP;FP;TN;FN;TPR;FPR;TNR;PREC;FMEASURE;ACCURACY;AUC
0;0;0;0;0;0;1;0;0;0;0,0009;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;1;0;0;0;0,0009;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;4;0;0;0;0,0035;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;6;0;0;0;0,0052;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;7;0;0;0;0,0061;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;16;0;0;0;0,0140;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;22;4;0;0;0,0192;0,0005;0;0,8462;0;0;76,0000
0;0;0;0;0;0;46;6;0;0;0,0402;0,0007;0;0,8846;0;0;144,0000
0;0;0;0;0;0;55;12;0;0;0,0481;0,0014;0;0,8209;0;0;447,0000
0;0;0;0;0;0;62;13;0;0;0,0542;0,0015;0;0,8267;0;0;505,5000
0;0;0;0;0;0;75;15;0;0;0,0656;0,0017;0;0,8333;0;0;642,5000
0;0;0;0;0;0;82;15;0;0;0,0717;0,0017;0;0,8454;0;0;642,5000
0;0;0;0;0;0;95;18;0;0;0,0831;0,0020;0;0,8407;0;0;908,0000
0;0;0;0;0;0;104;22;0;0;0,0910;0,0025;0;0,8254;0;0;1306,0000
0;0;0;0;0;0;114;25;0;0;0,0997;0,0028;0;0,8201;0;0;1633,0000
0;0;0;0;0;0;124;26;0;0;0,1085;0,0029;0;0,8267;0;0;1752,0000
0;0;0;0;0;0;137;30;0;0;0,1199;0,0034;0;0,8204;0;0;2274,0000
0;0;0;0;0;0;145;37;0;0;0,1269;0,0042;0;0,7967;0;0;3261,0000
0;0;0;0;0;0;162;41;0;0;0,1417;0,0046;0;0,7980;0;0;3875,0000
0;0;0;0;0;0;179;55;0;0;0,1566;0,0062;0;0,7650;0;0;6262,0000
0;0;0;0;0;0;242;415;0;0;0,2117;0,0469;0;0,3683;0;0;82042,0000
0;0;0;0;0;0;271;431;0;0;0,2371;0,0487;0;0,3860;0;0;86146,0000
0;0;0;0;0;0;296;447;0;0;0,2590;0,0506;0;0,3984;0;0;90682,0000
0;0;0;0;0;0;325;480;0;0;0,2843;0,0543;0;0,4037;0;0;100928,5000
0;0;0;0;0;0;347;518;0;0;0,3036;0,0586;0;0,4012;0;0;113696,5000
0;0;0;0;0;0;380;552;0;0;0,3325;0,0624;0;0,4077;0;0;126055,5000
0;0;0;0;0;0;413;596;0;0;0,3613;0,0674;0;0,4093;0;0;143501,5000
0;0;0;0;0;0;453;640;0;0;0,3963;0,0724;0;0,4145;0;0;162553,5000
0;0;0;0;0;0;488;690;0;0;0,4269;0,0780;0;0,4143;0;0;186078,5000
0;0;0;0;0;0;536;739;0;0;0,4689;0,0836;0;0,4204;0;0;211166,5000
0;0;0;0;0;0;562;802;0;0;0,4917;0,0907;0;0,4120;0;0;245753,5000
0;0;0;0;0;0;597;862;0;0;0,5223;0,0975;0;0,4092;0;0;280523,5000
0;0;0;0;0;0;625;908;0;0;0,5468;0,1027;0;0,4077;0;0;308629,5000
0;0;0;0;0;0;643;968;0;0;0,5626;0,1095;0;0,3991;0;0;346669,5000
0;0;0;0;0;0;663;1011;0;0;0,5801;0,1143;0;0,3961;0;0;374748,5000
