ID;START_TIME;END_TIME;SECS;OOB_ERR;OOB_ERR_MEAN;TP;FP;TN;FN;TPR;FPR;TNR;PREC;FMEASURE;ACCURACY;AUC
0;0;0;0;0;0;1;0;0;0;0,0009;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;1;0;0;0;0,0009;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;2;0;0;0;0,0017;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;6;0;0;0;0,0052;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;9;0;0;0;0,0079;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;14;0;0;0;0,0122;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;16;0;0;0;0,0140;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;22;0;0;0;0,0192;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;28;0;0;0;0,0245;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;34;0;0;0;0,0297;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;43;0;0;0;0,0376;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;45;0;0;0;0,0394;0,0000;0;1,0000;0;0;0,0000
0;0;0;0;0;0;48;1;0;0;0,0420;0,0001;0;0,9796;0;0;46,5000
0;0;0;0;0;0;54;1;0;0;0,0472;0,0001;0;0,9818;0;0;46,5000
0;0;0;0;0;0;64;3;0;0;0,0560;0,0003;0;0,9552;0;0;164,5000
0;0;0;0;0;0;69;3;0;0;0,0604;0,0003;0;0,9583;0;0;164,5000
0;0;0;0;0;0;78;3;0;0;0,0682;0,0003;0;0,9630;0;0;164,5000
0;0;0;0;0;0;86;3;0;0;0,0752;0,0003;0;0,9663;0;0;164,5000
0;0;0;0;0;0;95;3;0;0;0,0831;0,0003;0;0,9694;0;0;164,5000
0;0;0;0;0;0;98;3;0;0;0,0857;0,0003;0;0,9703;0;0;164,5000
0;0;0;0;0;0;101;3;0;0;0,0884;0,0003;0;0,9712;0;0;164,5000
0;0;0;0;0;0;102;3;0;0;0,0892;0,0003;0;0,9714;0;0;164,5000
0;0;0;0;0;0;105;3;0;0;0,0919;0,0003;0;0,9722;0;0;164,5000
0;0;0;0;0;0;106;3;0;0;0,0927;0,0003;0;0,9725;0;0;164,5000
0;0;0;0;0;0;111;5;0;0;0,0971;0,0006;0;0,9569;0;0;381,5000
0;0;0;0;0;0;114;5;0;0;0,0997;0,0006;0;0,9580;0;0;381,5000
0;0;0;0;0;0;117;7;0;0;0,1024;0,0008;0;0,9435;0;0;612,5000
0;0;0;0;0;0;119;7;0;0;0,1041;0,0008;0;0,9444;0;0;612,5000
0;0;0;0;0;0;125;8;0;0;0,1094;0,0009;0;0,9398;0;0;734,5000
0;0;0;0;0;0;129;8;0;0;0,1129;0,0009;0;0,9416;0;0;734,5000
0;0;0;0;0;0;130;12;0;0;0,1137;0,0014;0;0,9155;0;0;1252,5000
0;0;0;0;0;0;131;13;0;0;0,1146;0,0015;0;0,9097;0;0;1383,0000
0;0;0;0;0;0;136;13;0;0;0,1190;0,0015;0;0,9128;0;0;1383,0000
0;0;0;0;0;0;141;13;0;0;0,1234;0,0015;0;0,9156;0;0;1383,0000
0;0;0;0;0;0;146;15;0;0;0,1277;0,0017;0;0,9068;0;0;1670,0000
